cluster,loci1_chromosome,loci1_position,loci2_chromosome,loci2_position
12,4,151804151,4,151401218
12,4,121082803,4,121898033
12,4,126529819,4,126499782
12,4,140987983,4,141814126
12,4,109717481,4,110909056
12,4,185498111,4,185424319
12,4,56920556,4,56651794
12,4,57286585,4,56412977
12,4,54414270,4,55724192
12,4,182630747,4,182541795
12,4,133681592,4,138339036
12,4,19767341,4,18844970
12,4,39868710,4,39921749
12,4,160509568,4,160023734
12,4,15902069,4,15362817
12,4,117148054,4,118598853
12,4,92062010,4,91502045
12,4,52494359,4,52405197
12,4,52494359,4,52991932
12,4,96500759,4,96500759
12,4,108761352,4,107141018
12,4,124757570,4,124771623
12,4,131883986,4,145430268
12,4,188727492,4,189324983
12,4,169722918,4,166653661
12,4,83113976,4,83128010
12,4,27912142,4,28481195
12,4,117951380,4,116651850
12,4,66406278,4,65516066
12,4,148035755,4,147924338
12,4,96621436,4,99614985
12,4,24528900,4,24536944
12,4,99873431,4,99744187
12,4,104596228,4,105906385
12,4,186079842,4,186652486
12,4,32606870,4,32755051
12,4,79503994,4,78617368
12,4,153709129,4,152924922
12,4,45786695,4,46607674
12,4,64577907,4,64757465
12,4,37166265,4,37705249
12,4,148973999,4,148938406
12,4,146766541,3,23179735
12,4,24790194,4,24299814
12,4,24790194,4,24913657
12,4,143920565,4,144755978
12,4,163285195,4,163285707
12,4,72843787,4,71517002
12,4,174776879,4,174794076
12,4,22218928,4,21710520
12,4,111130631,4,111757629
12,4,114248084,4,113046375
12,4,176687999,4,175073480
12,4,188508400,4,188488105
12,4,96231055,4,95150437
12,4,80719822,4,80087079
12,4,3187193,4,3156392
12,4,148900826,4,148900826
12,4,186966801,4,186938828
12,4,76860847,4,74308856
12,4,133052891,4,133279117
12,4,10095551,4,9682906
12,4,70342765,4,70342765
12,4,10795824,4,11833486
12,4,34109643,4,31868510
12,4,55490163,4,54854505
12,4,75312118,4,75743942
12,4,92894585,4,92894585
12,4,39339646,4,39324256
12,4,168160064,4,167331263
12,4,188373696,4,188335143
12,4,60160148,4,60160148
12,4,126619732,4,124950385
12,4,9580110,4,11605712
12,4,33426216,4,35631923
12,4,124641007,4,124321286
12,4,185552008,4,185469594
12,4,146574299,4,146550062
12,4,54813877,4,54355407
12,4,74589938,4,74962694
12,4,107141018,4,108761352
12,4,24364897,4,24409825
12,4,134360100,4,138976105
12,4,21105826,4,22359730
12,4,172334100,4,170624209
12,4,4953584,4,6012840
12,4,141069399,4,141522491
12,4,155304135,4,155274019
12,4,123678445,4,124224407
12,4,153082076,4,153110784
12,4,160094919,4,159866270
12,4,57182475,4,68120554
12,4,28341929,22,19551310
12,4,108366437,4,107593835
12,4,139270047,4,140007003
12,4,23718692,7,120477464
12,4,71342992,4,70195106
12,4,13723117,4,14268292
12,4,175409785,4,175984438
12,4,61159589,4,58326517
12,4,24885449,4,24796603
12,4,184158705,4,183440206
12,4,180333466,4,179483504
12,4,144766801,4,144834879
12,4,110277187,4,110455682
1,5,179421283,5,179663525
1,5,38694487,5,38615724
1,5,94420524,5,95033592
1,5,112073275,1,202198399
1,5,67848544,5,67669702
1,5,67848544,5,68090389
1,5,90716183,5,90555451
1,5,56232358,5,55473067
1,5,5076864,5,6382374
1,5,96240980,5,79651975
1,5,78913756,5,78913756
1,5,124172183,5,123057874
1,5,96446925,5,95195086
1,5,96446925,5,96430689
2,5,132581916,5,132482776
2,5,17482854,5,17440492
2,5,57663861,5,53274721
2,5,57663695,5,58433388
2,5,106616637,5,106622616
2,5,73808179,5,73566567
2,5,172447943,5,172487517
2,5,162779541,5,169812546
2,5,39185984,5,40841028
2,5,82921116,5,81986942
2,5,156432037,5,156432037
2,5,50379875,6,37589079
3,5,71220311,5,71301324
3,5,54570368,5,54515181
3,5,179565792,5,179526720
3,5,32743670,5,31945042
3,5,90555451,5,90716183
3,5,158679706,5,158679706
3,5,157533688,5,158083253
3,5,140552157,5,139736794
3,5,140547227,5,140665310
3,5,36491051,5,34562354
3,5,136677682,5,136677682
3,5,67993667,5,67993667
3,5,67991394,5,67577006
3,5,156609595,5,154407238
3,5,34033820,5,34033820
3,5,142274984,5,143340896
3,5,140592322,5,142566515
3,5,153786038,5,178838400
3,5,148931348,5,149308634
3,5,54192607,5,53911137
3,5,148742553,5,149681368
3,5,148743751,5,148662186
3,5,170669506,5,170158464
3,5,3652533,5,2751948
3,5,159276198,5,158149877
3,5,159269797,5,159269797
3,5,76151069,5,74910784
3,5,17270904,5,18075442
3,5,140769518,5,141467366
3,5,16671264,5,14585555
3,5,57787914,5,56850254
3,5,139084675,5,139184146
3,5,95210845,5,95691303
3,5,148785218,5,148776396
3,5,171418543,5,168994640
3,5,171418543,5,170787697
3,5,168306810,5,163841516
3,5,180634277,5,180596862
3,5,157353333,5,159388467
3,5,112730475,5,115107365
3,5,141968716,5,141958445
3,5,141311743,5,141297554
3,5,133111774,5,133099622
3,5,169976110,5,171152667
3,5,156836405,5,156744490
3,5,156835173,5,156803283
3,5,98129812,5,98129812
3,5,122484103,5,122571823
3,5,148998294,5,149086922
3,5,73954408,5,73778820
3,5,73954408,5,74016944
3,5,172525014,5,172507806
3,5,142229112,5,141282554
3,5,142229112,5,142072246
3,5,10969093,5,10554271
3,5,149000848,5,149127995
3,5,156624515,5,154358892
3,5,122398925,5,122496790
3,5,122398811,5,154271471
3,5,158687979,5,157327841
3,5,134938972,5,134092964
3,5,126436327,5,126242688
4,5,41771145,5,42955925
4,5,172257954,5,172067800
4,5,119873411,5,119315276
4,5,174803270,5,174803270
4,5,178683789,5,177636921
4,5,131375432,5,131362250
4,5,175248605,5,175184512
4,5,178627310,5,177603653
4,5,178623138,5,179266080
4,5,178623138,5,179274917
4,5,171454197,5,169924435
4,5,141304573,5,141892742
4,5,141303596,5,141320482
4,5,141303596,5,141371337
4,5,141096713,5,141096713
4,5,169462601,5,170770397
4,5,169458030,5,169918314
4,5,175811536,5,175844290
4,5,137834931,5,137011348
4,5,36981184,5,35009755
4,5,36968517,5,36079955
4,5,36940365,22,16500018
4,5,135494343,10,6544798
4,5,135494109,5,135450660
4,5,149086922,5,148998294
4,5,134605448,5,134392382
4,5,134601148,5,134647838
4,5,134574269,5,134671008
4,5,134572539,5,134698741
4,5,171357501,5,170774831
4,5,137110525,5,137117815
4,5,99410772,1,555194
4,5,99410772,5,134292899
4,5,56180433,5,55867392
4,5,56176047,5,55581250
4,5,56173981,5,55734190
4,5,56171284,5,55820119
4,5,56169218,5,54628974
4,5,2316108,5,5430216
4,5,2311508,5,5975094
4,5,2310218,5,3350869
4,5,2308942,5,3400725
4,5,133898107,5,133937915
4,5,133893802,5,133792009
4,5,153813687,5,153434548
4,5,171267489,5,168600715
4,5,171253815,5,170076974
4,5,135188290,5,134698471
4,5,132322369,5,132322369
4,5,114898129,5,118737110
4,5,53254118,5,55988053
4,5,53252652,5,55126654
4,5,53247196,5,54131893
4,5,171278577,5,171695766
4,5,171272335,5,171251312
4,5,131850402,5,131751156
4,5,135889330,5,135892059
4,5,138125222,1,555194
4,5,67577006,5,67527287
4,5,67577006,5,67991394
4,5,67562572,5,71959052
4,5,139497446,5,138776527
4,5,139493400,5,139504127
4,5,139488342,5,139260143
4,5,138492777,5,137964692
4,5,157203708,5,157139096
4,5,157203076,5,157250087
4,5,175222076,5,175225022
4,5,138250105,5,138764885
4,5,138246039,5,138321800
4,5,153424550,5,153424550
4,5,138150277,5,137119569
4,5,6361634,5,5414045
4,5,6362475,5,6521680
4,5,138321800,5,138246039
4,5,138317351,5,138877540
4,5,138314680,5,138425241
4,5,2562678,5,2633294
4,5,173465662,5,173443545
4,5,153597539,5,159245378
4,5,175228026,5,175651304
4,5,175227942,5,175174042
4,5,175082839,5,174677972
4,5,71479177,5,71459504
4,5,141090769,5,149226055
4,5,141088790,5,141301131
4,5,175189273,5,175180769
4,5,176977214,5,176977214
4,5,176970466,5,177484591
4,5,6233380,5,5996920
4,5,175184835,5,175129028
4,5,175184512,5,175248605
4,5,175180769,5,175189273
4,5,175174042,5,175227942
4,5,4929319,5,2485936
4,5,2176878,5,1456214
4,5,134860274,5,136699375
4,5,171528941,5,171443279
4,5,170981104,5,171859915
4,5,170980003,5,170950189
4,5,170980003,5,174040779
4,5,170976021,5,171533352
4,5,2751948,5,2688404
4,5,2751948,5,3652533
4,5,2751948,5,3750879
4,5,141147724,5,141267217
4,5,138446500,5,138414714
4,5,2359028,5,1461141
4,5,3263901,5,3263901
4,5,2743031,5,3661923
4,5,149869929,12,78571351
5,5,151183779,5,151161706
5,5,140885747,5,140715122
5,5,148730239,5,148676319
5,5,148730019,5,148630406
5,5,112362779,5,112751165
5,5,150407124,5,150407124
5,5,150407124,5,150479904
5,5,177504684,5,176844031
5,5,5546482,5,6211882
5,5,179956777,5,180007259
5,5,371432,5,669806
5,5,176238293,5,176238293
5,5,957898,5,1291302
5,5,140917292,5,147252644
5,5,176040546,5,176179605
5,5,132609253,5,132349226
5,5,72852092,5,72856288
5,5,36113781,5,33807383
5,5,151011140,5,151010112
5,5,171837442,5,171221337
5,5,38477853,5,38699199
5,5,10910560,5,10912862
5,5,32527553,5,32553498
5,5,32524620,5,32496246
5,5,169548637,5,168093838
5,5,54483706,5,54233898
5,5,54481093,5,54384288
5,5,171406195,5,170818700
5,5,38302863,5,35266387
5,5,133401135,5,133401135
5,5,132486258,5,132925818
5,5,132482776,5,132581916
5,5,1697304,5,1712585
5,5,235562,5,78983
5,5,172067800,5,172193543
5,5,172067800,5,172257954
5,5,172062671,5,172125639
5,5,1814849,5,3342210
5,5,1811487,5,1811487
5,5,171804160,5,171649334
5,5,151024195,5,150497982
5,5,151024195,5,154412395
5,5,14403360,5,14719607
5,5,5553581,5,6489543
5,5,153984693,5,153802665
5,5,177949039,5,178567127
5,5,177949973,5,177640825
5,5,177948576,5,177589627
5,5,153826376,5,152885707
5,5,179690229,5,179681733
5,5,176014906,5,175905457
5,5,179663525,5,179421283
5,5,179663525,5,179663525
5,5,119822467,5,119027722
5,5,119819498,5,118281274
5,5,102034453,5,100233145
5,5,142076025,5,140979508
5,5,142072246,5,142229112
5,5,150517877,5,151032456
5,5,10687382,5,10632838
5,5,10687382,5,10774622
5,5,139146001,5,139525758
5,5,43137207,5,43137207
5,5,98392100,X,113105158
5,5,132192217,5,131680139
5,5,139123529,5,139073797
5,5,172699283,5,172613609
5,5,138002403,5,137955045
5,5,150482010,5,150482010
5,5,150479904,5,150407124
5,5,150856233,5,149965777
5,5,71955727,5,71955727
5,5,150484246,5,150539777
5,5,141019493,5,141333950
5,5,71352189,5,71352189
5,5,139329634,5,139125432
5,5,139329634,5,139329634
5,5,139329634,5,139534930
5,5,139327647,5,139361488
5,5,40938543,5,41900645
5,5,171823312,5,171896013
5,5,33627678,5,33627678
5,5,8235799,5,8321849
5,5,150663775,5,150334836
5,5,158055955,5,158471552
5,5,148321853,5,148631917
5,5,148316489,5,146797224
5,5,148315360,5,148186641
5,5,82762503,5,81666415
5,5,177640961,5,178352776
5,5,177640825,5,177657486
5,5,177640825,5,177949973
5,5,150477782,5,149951690
5,5,42924781,12,42198984
5,5,142065029,5,141993134
5,5,142373977,5,142460165
5,5,11037858,5,11041589
5,5,173686569,1,555194
5,5,173686569,5,173728726
5,5,7981328,5,9180139
5,5,4999508,5,11038531
5,5,4998301,5,4998301
5,5,7812297,5,6809046
5,5,7812297,5,6880346
5,5,7807172,5,7879832
5,5,6880346,5,7812297
5,5,43427163,5,43455845
5,5,50289376,5,50289376
5,5,148500756,5,148492378
5,5,167581503,5,166494340
5,5,122369866,5,121628969
5,5,137003445,5,137003445
5,5,136997554,5,135255237
5,5,145925488,5,145985043
5,5,102503085,5,101844337
5,5,39407366,5,39805603
5,5,71112828,5,71770721
5,5,81554478,5,80307840
5,5,81554478,5,81253089
5,5,157303344,5,157209364
5,5,112973924,5,112203502
5,5,112972228,5,112063229
5,5,78887608,5,79780253
5,5,37760520,5,36738343
5,5,134790487,5,134781713
5,5,135250814,5,135436979
5,5,36543185,5,37961393
5,5,9600969,5,10980440
5,5,134925558,5,136001093
5,5,134924064,5,134836948
5,5,127564125,5,129128683
5,5,178092681,5,178598486
5,5,178092497,5,177673683
5,5,169962187,5,170102475
5,5,171818697,5,171818697
5,5,139504127,5,139493400
5,5,139505198,5,139505198
5,5,179828642,5,179859277
5,5,170102475,5,169962187
5,5,79817992,5,80498821
5,5,148476709,5,148476709
5,5,148047251,5,148622365
5,5,162927289,5,162907893
5,5,136704710,5,132864151
5,5,89763798,5,89807744
5,5,34567958,5,34604844
5,5,148093262,5,147522522
5,5,148093262,5,147814766
5,5,34575054,6,37640123
5,5,176428850,5,176102455
5,5,140884313,5,140684152
5,5,149791337,5,149698281
5,5,177505847,5,177432223
5,5,177505847,5,177471288
5,5,140955041,5,140955041
5,5,139711176,5,139569986
5,5,131427662,5,131466251
5,5,139736794,5,140552157
5,5,81168349,5,81486653
5,5,131426091,5,131278409
5,5,172297821,5,172963036
5,5,172292815,5,173543164
5,5,139520683,5,139536551
5,5,133941873,5,133411906
5,5,133937915,5,133898107
5,5,176477558,5,176477558
5,5,141054334,5,141081682
5,5,141060836,5,141187286
5,5,39254678,5,43252051
5,5,39253299,5,39264015
5,5,126040593,5,126040593
5,5,149522621,5,149690849
5,5,139700797,5,139412560
5,5,176453691,5,176313474
5,5,149495967,5,149495967
5,5,173332106,5,172746182
5,5,159799442,5,159799442
5,5,139125432,5,139329634
5,5,1714214,5,1148257
5,5,1712585,5,1697304
5,5,79414887,5,78341143
5,5,79414887,5,78393858
5,5,79410956,5,79410956
5,5,141231263,5,141063732
5,5,141230951,5,141181350
5,5,141230951,5,141316634
5,5,10678714,5,10678714
5,5,177515777,5,177515777
5,5,177529028,5,177599397
5,5,68417744,5,68756576
5,5,176858873,5,176858873
5,5,176859052,5,176909052
5,5,172505446,5,172119603
5,5,172507806,5,172525014
5,5,177432223,5,177505847
5,5,141061071,5,141371337
5,5,141056250,5,141108331
5,5,134104640,5,134125417
5,5,172320404,5,171661356
5,5,125979869,5,122936228
5,5,140684152,5,140884313
5,5,140683186,5,140683186
5,5,175802534,5,175839038
6,5,112176439,5,111914392
6,5,113520095,5,113098718
6,5,173036129,5,173036129
6,5,173026649,5,173892112
6,5,44302197,5,43798039
6,5,113430343,5,113430343
6,5,163387308,5,164579454
6,5,163382042,1,555194
6,5,163381302,5,169292951
6,5,163376522,5,165610968
6,5,163369211,5,160879310
6,5,163364533,5,165426571
6,5,163352442,5,166068040
6,5,163323882,5,166282103
6,5,163294695,5,162606677
6,5,150334836,5,150663775
6,5,8929642,5,8360769
6,5,8905276,5,10120822
6,5,8893086,5,12322922
6,5,8867464,5,8694354
6,5,8867464,5,9703569
6,5,8841408,5,9948327
6,5,8841637,5,8827197
6,5,8827197,5,8841637
6,5,8798041,5,9650778
6,5,8989251,5,7928767
6,5,8705024,5,8694354
6,5,8697079,5,7576186
6,5,8694354,5,8867464
6,5,8660006,5,9858394
6,5,8610493,5,11265492
6,5,41402010,5,41412390
6,5,41395748,5,40954584
6,5,41352625,5,42125268
6,5,41289464,5,42283904
6,5,41259514,5,40318875
6,5,41239594,5,40420016
6,5,22423752,5,21952833
6,5,152450295,5,151526990
6,5,9123600,5,8046000
6,5,9036359,5,7936265
6,5,9009739,5,7878953
6,5,11777245,5,11101155
6,5,42343120,5,40177662
6,5,42341220,5,42341220
6,5,42308721,5,40867457
6,5,42288312,5,40230799
6,5,42283904,5,41289464
6,5,33037051,5,32988455
6,5,33021845,5,32948973
6,5,33011214,5,33178732
6,5,32988455,5,33037051
6,5,32962363,5,33636452
6,5,13223728,5,12436992
6,5,13133915,5,13620115
6,5,13068952,5,13578834
6,5,13397240,5,16088511
6,5,13357827,5,16093260
6,5,96735458,5,96688498
6,5,162350160,5,162641015
6,5,123141630,5,122353864
6,5,40319377,1,555194
6,5,40318875,5,41259514
6,5,40309730,5,39458108
6,5,40290418,5,41415715
6,5,40260144,5,39757065
6,5,40254423,5,40074768
6,5,40237113,5,39689384
6,5,40231457,5,40143523
6,5,40230799,5,42288312
6,5,40196902,5,40642989
6,5,40177662,5,42343120
6,5,40167188,5,31732636
6,5,40167188,5,41039500
6,5,40143523,5,40231457
6,5,15299420,5,15803810
6,5,15289125,5,16428197
6,5,15281334,5,16098087
6,5,15266100,5,15272327
6,5,15253157,5,15971327
6,5,15234961,5,16017375
6,5,15226348,5,15158959
6,5,15212436,5,15893001
6,5,15164215,5,15075808
6,5,15131970,5,16595642
6,5,15127734,5,16299438
6,5,4406540,5,3936570
6,5,13715565,5,11912015
6,5,13692290,5,13136185
6,5,13675871,5,13816659
6,5,13674379,5,10117710
6,5,13620115,5,13133915
6,5,13598856,5,14310187
6,5,13584874,5,13576081
6,5,13576081,5,13584874
6,5,13561681,5,12011643
6,5,13438067,5,13081914
6,5,13433651,5,13433651
6,5,41487887,5,43154989
6,5,41476477,5,38937446
6,5,41476477,5,40105041
6,5,41448698,5,41412390
6,5,41415715,5,40290418
6,5,41412390,5,41402010
6,5,140648906,11,133670972
6,5,144703724,5,144703724
6,5,15693694,5,15618180
6,5,11996126,1,555194
6,5,11948256,5,11101155
6,5,11912015,5,13715565
6,5,11906434,5,11038531
6,5,173016823,4,22629827
6,5,97770376,5,97737190
6,5,97751472,5,97751472
6,5,97742371,5,96841860
6,5,97739538,5,97239908
6,5,11735437,5,11731500
6,5,11731500,5,11735437
6,5,11715404,5,11584929
6,5,11611020,5,14629713
6,5,11584929,5,11715404
6,5,11568324,5,10820246
6,5,11561553,1,558787
6,5,146456351,5,146025205
6,5,155555624,5,155507172
6,5,116842194,5,115430053
6,5,152551824,7,144359338
6,5,152523511,5,153315385
6,5,152518394,5,152989035
6,5,152508815,1,558787
6,5,127803070,5,128761008
6,5,109611122,5,109611122
6,5,109596932,5,110142939
6,5,44332634,5,44332634
6,5,44288781,5,46198424
6,5,44284545,22,17016018
6,5,33196291,5,35924552
6,5,33178732,5,33011214
6,5,144448526,5,148427307
6,5,144441120,5,145416324
6,5,146530600,5,146049972
6,5,12479726,5,13899735
6,5,12479358,5,13014985
6,5,12443816,5,9357085
6,5,12443816,11,76813891
6,5,12436992,5,13223728
6,5,12419204,5,9897821
6,5,12322922,5,8893086
6,5,12305770,5,13832203
6,5,12284474,5,13023024
6,5,12259275,5,12988100
6,5,12184837,5,13018047
6,5,116439683,5,117471860
6,5,116421318,5,115909813
6,5,35364226,3,53875689
6,5,13050048,5,13080816
6,5,13023024,5,12284474
6,5,13018047,5,12184837
6,5,13014985,5,12479358
6,5,12988100,5,12259275
6,5,12936763,5,13831217
6,5,12924910,5,12887373
6,5,155854828,5,156154857
6,5,155841480,5,156088505
6,5,155758348,5,156203529
6,5,15397073,5,15397073
6,5,15382700,5,15527522
6,5,15366182,5,13909090
6,5,15366182,5,15411011
6,5,15321610,5,17822497
6,5,18122165,5,17409551
6,5,18094789,5,18086992
6,5,18075442,5,17270904
6,5,129175781,5,128772089
6,5,22917698,5,22504464
6,5,22913013,5,17377402
6,5,22885232,5,22895705
6,5,21786238,5,23279790
6,5,21756700,5,17795956
6,5,21751362,5,21445292
6,5,109817398,5,111157001
6,5,109757381,5,109756077
6,5,109736930,5,110962399
6,5,109736296,5,109430347
6,5,35345943,5,35222782
6,5,35326624,5,35892204
6,5,35299280,5,33219934
6,5,35266387,5,38302863
6,5,155097236,5,155679862
6,5,155027395,5,155026869
6,5,154960451,5,154909563
6,5,154952317,5,154492513
6,5,154928838,5,147650153
6,5,154909563,5,154960451
6,5,154871301,5,156080159
6,5,154870413,5,134285995
6,5,96849756,5,96868339
6,5,96841860,5,97742371
6,5,165791428,5,164799433
6,5,165791270,5,166506800
6,5,165762744,5,167491049
6,5,111361931,5,111540627
6,5,111349695,5,111341075
6,5,19869064,5,19423458
6,5,84322890,5,84359130
6,5,45147394,5,44391472
6,5,32898860,5,32618735
6,5,32880396,5,32882940
6,5,32877953,5,33671700
6,5,151815227,5,151807141
6,5,151676573,1,555194
6,5,151637811,5,166194925
6,5,151631271,5,151631271
6,5,29999491,5,28586997
6,5,40105041,5,41476477
6,5,40039859,5,41081078
6,5,40028115,5,40637569
6,5,160694440,5,160694440
6,5,31088970,5,30960500
6,5,31054314,5,32830588
6,5,20379045,5,21040162
6,5,20362068,5,18159604
6,5,83775399,5,84198939
6,5,97035078,5,97666892
6,5,124757063,5,123479203
6,5,124733532,5,124298994
6,5,166822565,5,165962304
6,5,123479203,5,124757063
6,5,123468893,5,123468893
6,5,123340816,5,125462432
6,5,152364526,5,161929795
6,5,152360567,5,152360567
6,5,152352374,5,151823844
6,5,152346361,5,152326712
6,5,106388390,11,118072075
6,5,152625740,5,152625740
6,5,144034207,5,145755032
6,5,144019211,5,143956090
6,5,118041085,5,115906495
6,5,152577312,5,152492744
6,5,4784099,5,4775799
6,5,4775799,5,4784099
6,5,146702130,5,146244034
6,5,92197753,5,93661007
6,5,129037116,5,127789527
6,5,129029756,5,127894797
6,5,129017476,6,6295143
6,5,129001497,5,129228493
6,5,152046366,5,151308158
6,5,83485190,5,83485190
6,5,140140574,5,140331928
6,5,116820508,5,117975880
6,5,116531816,5,116499892
6,5,116520777,5,117077671
6,5,35589096,5,35610389
6,5,113849222,5,113876263
6,5,113845748,5,114308137
6,5,113836302,5,114354342
6,5,113792588,5,113783893
6,5,113783893,5,113792588
6,5,44391472,5,45147394
6,5,44362937,5,42935954
6,5,9385386,5,11299925
6,5,129614258,5,129215699
6,5,40016068,5,40873532
6,5,16038026,5,15017163
6,5,16023813,5,16561325
6,5,16017375,5,15234961
6,5,15971327,5,15253157
6,5,125221701,5,124459671
6,5,125210048,5,125210048
6,5,127949648,5,126962525
6,5,15829109,5,134292454
6,5,166092301,5,165057459
6,5,15643737,5,15581599
6,5,15618180,5,15693694
6,5,15610917,5,14816282
6,5,15581599,5,15643737
6,5,15565773,5,4504315
6,5,15527522,5,15382700
6,5,15474777,5,16155634
6,5,15468112,5,18021115
6,5,15411011,5,15366182
6,5,144127495,5,143837666
6,5,97061336,5,97847295
6,5,97003125,5,98206782
6,5,144504075,5,143832077
6,5,101082507,5,101156264
6,5,125290624,5,125350452
6,5,20451916,5,16721395
6,5,9252094,5,9933873
6,5,9245567,5,10252270
6,5,9242636,5,9240393
6,5,152799392,5,151943546
6,5,147162114,5,147218305
6,5,92016734,5,91429980
6,5,144433466,5,145381082
6,5,22612870,5,27480628
6,5,22605995,1,558787
6,5,166715304,5,165810755
6,5,167074501,5,167434674
6,5,155419663,5,156120641
6,5,155395125,5,155760140
6,5,155292813,5,155979458
6,5,26873922,5,27568753
6,5,35717421,5,33922749
6,5,44440442,5,43543562
6,5,160995744,5,160381232
6,5,45474333,5,42475003
6,5,28024760,5,28056943
6,5,28022548,5,27209517
6,5,152730105,5,153306275
6,5,124603230,5,125392341
6,5,33145985,5,32914410
6,5,30911712,5,30911712
6,5,30843094,5,30862946
6,5,27978080,5,31125084
6,5,107080415,5,103959534
6,5,143874444,5,143781881
6,5,143832077,5,144504075
6,5,143793985,5,145315679
6,5,143791285,5,144362128
6,5,143786514,5,144261481
6,5,143773947,5,144633906
6,5,143763637,3,168218721
6,5,44091586,5,45222940
6,5,107313927,5,107340163
6,5,155218528,5,155218528
6,5,160918661,5,159828631
6,5,160879310,5,163369211
6,5,160830297,5,163129508
6,5,8351175,5,8464596
6,5,8351175,5,8893086
6,5,8321849,5,8235799
6,5,128761008,5,127803070
6,5,128761008,5,128271521
6,5,91033851,5,91331174
6,5,91033851,5,91763519
6,5,43982555,5,45013958
6,5,43973230,5,44865761
6,5,113950968,5,113046756
6,5,113928471,5,113142924
6,5,113927293,5,113927293
6,5,124951075,5,123193436
6,5,124919313,5,124116331
6,5,124877880,5,125386123
6,5,30407289,5,30839574
6,5,166448213,5,166562905
6,5,166425187,5,166428573
6,5,25049906,5,24499928
6,5,155507172,5,155555624
6,5,106510977,5,105133865
6,5,9180139,5,7981328
6,5,18166594,5,18197732
6,5,18159604,5,20362068
6,5,109907323,5,109901198
6,5,109902904,5,99574032
6,5,109901198,5,109907840
6,5,109900245,5,109984333
6,5,109896968,5,109635103
6,5,165610968,5,163376522
6,5,125462432,5,123340816
6,5,13309658,5,12606326
6,5,13307728,5,12437490
6,5,43903036,5,42976026
6,5,43885823,5,45963171
6,5,124680431,5,125519969
6,5,44527809,5,44506785
6,5,44506785,5,44527809
6,5,44488608,5,45223892
6,5,12011643,5,13561681
6,5,12011643,5,13947662
6,5,12003938,5,14020091
6,5,155979458,5,155292813
6,5,155963863,1,558787
6,5,18021115,5,15468112
6,5,117353517,5,114459671
6,5,162530907,5,159996519
6,5,162466701,5,161585915
6,5,144070437,5,143404187
6,5,113997831,5,114350699
6,5,113463632,5,113927293
6,5,107340163,5,107313927
6,5,96688498,5,96735458
6,5,91845409,5,93765192
6,5,24895759,5,24832113
6,5,22504464,5,22917698
6,5,44682170,5,44139900
6,5,44674135,5,45539373
6,5,117715593,5,115859072
6,5,30538906,5,31130848
6,5,30511336,5,30511336
6,5,13816659,5,13675871
6,5,106418836,5,106736614
6,5,26671082,5,25921264
6,5,144362128,5,143791285
6,5,42216286,5,42216286
6,5,42198724,5,41718135
6,5,113257973,5,114374796
6,5,113257973,5,115717011
6,5,92642488,5,90911539
6,5,92633332,5,93416303
6,5,28502850,5,28502850
6,5,28494975,5,26764777
6,5,28485421,5,25213042
6,5,160291281,5,159966945
6,5,113142924,5,113928471
6,5,113132049,5,113870623
6,5,103985604,5,103277542
6,5,97790726,5,96858130
6,5,43851995,5,45996832
6,5,43843283,5,44103436
6,5,18197732,5,18166594
6,5,18185654,5,17220709
6,5,156195552,5,156195552
6,5,156123275,5,155148015
6,5,156120641,5,155419663
6,5,156120549,5,155576400
6,5,156107324,5,128072474
6,5,87237315,5,86806983
6,5,21066199,5,17541985
6,5,146244034,5,146702130
6,5,178511737,5,178501832
6,5,178507963,5,178919115
6,5,178495392,5,178510871
6,5,114117525,5,113040147
6,5,128161566,5,128966586
6,5,152215099,5,152959777
6,5,152190053,5,151286736
6,5,178352776,5,177640961
6,5,155580494,5,156642466
6,5,45725433,5,45284394
6,5,156038720,5,156569162
6,5,113163676,5,113428264
6,5,113762591,5,114507654
6,5,63289268,5,63962321
6,5,24688552,5,25311701
6,5,165686919,5,164799433
6,5,160381232,5,160995744
6,5,144261481,5,143786514
6,5,129502302,5,129924098
6,5,129497942,1,555194
6,5,116598674,1,169345629
6,5,116539674,5,115921125
6,5,161585915,5,162466701
6,5,161575051,5,160537295
6,5,161553989,5,162761528
6,5,143956090,5,144019211
6,5,84198939,5,83775399
6,5,43942071,5,42623036
6,5,144633906,5,143773947
6,5,125169465,5,123850779
6,5,160560709,5,160057975
6,5,160537295,5,161575051
6,5,125392341,5,124603230
6,5,125388135,5,124470304
6,5,125350452,5,125290624
6,5,113350715,5,115302442
6,5,152326712,5,152346361
6,5,152316804,5,152902515
6,5,152316804,5,153876217
6,5,152308475,5,154456509
6,5,35561535,5,134292899
6,5,35545823,5,33263720
6,5,35545823,5,35545823
6,5,117027208,5,117018866
6,5,117018866,5,117027208
6,5,144585978,5,144196224
6,5,144585978,5,145318358
6,5,144585058,5,145020836
6,5,30646539,5,25577937
6,5,30962127,5,30962127
6,5,30960500,5,31088970
6,5,28297940,5,27561260
6,5,28297940,5,28297940
6,5,164579454,5,163387308
6,5,164571265,5,167266516
6,5,164572864,5,164572864
6,5,23065005,5,36715719
6,5,155679862,5,155097236
6,5,92212825,5,93807938
6,5,116499892,5,116499892
6,5,116499892,5,116531816
6,5,116459422,5,118814456
6,5,123193436,5,124951075
6,5,35503390,3,103650687
6,5,35436934,5,35910343
6,5,35416950,5,34068403
6,5,35410012,5,44786825
6,5,160631702,5,162852477
6,5,8553288,5,8516633
